specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no
56311,spm,,519867,0,,FWMSH 93B2,,left,humerus,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56312,spm,,519867,0,,FWMSH 93B2,,right,ulna,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56313,spm,,519867,0,,FWMSH 93B2,,right,radius,,1,table,,,Tenontosaurus n. sp. dossi,species,67272,,Tenontosaurus dossi,species,67272,122.46,112.03,14257
56315,spm,,149989,22651,,SC 57021,holotype,,skull,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56316,spm,,149989,22651,,SC 57021,holotype,both,humerus,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56317,spm,,149989,22651,,SC 57021,holotype,both,ulna,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56318,spm,,149989,22651,,SC 57021,holotype,both,radius,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56319,spm,,149989,22651,,SC 57021,holotype,,femur,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56320,spm,,149989,22651,,SC 57021,holotype,,tibia,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56321,spm,,149989,22651,,SC 57022,,,ulna,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56322,spm,,149989,22651,,SC 57022,,,radius,,1,table,,,n. gen. Tethyshadros n. sp. insularis,species,161198,,Tethyshadros insularis,species,161198,83.5,66,31507
56324,spm,,908663,0,,PVSJ 560,holotype,,skull,,1,table,,,n. gen. Eodromaeus n. sp. murphi,species,174879,,Eodromaeus murphi,species,174879,237,228,34767
56325,spm,,908663,0,,PVSJ 562,,,humerus,,1,table,,,n. gen. Eodromaeus n. sp. murphi,species,174879,,Eodromaeus murphi,species,174879,237,228,34767
56326,spm,,908663,0,,PVSJ 562,,,radius,,1,table,,,n. gen. Eodromaeus n. sp. murphi,species,174879,,Eodromaeus murphi,species,174879,237,228,34767
56327,spm,,908663,0,,PVSJ 562,,,femur,,1,table,,,n. gen. Eodromaeus n. sp. murphi,species,174879,,Eodromaeus murphi,species,174879,237,228,34767
56328,spm,,908663,0,,PVSJ 562,,,tibia,,1,table,,,n. gen. Eodromaeus n. sp. murphi,species,174879,,Eodromaeus murphi,species,174879,237,228,34767
56334,spm,,256434,0,,PVSJ 512,holotype,,skull,,1,table,,,n. gen. Eoraptor n. sp. lunensis,species,57454,,Eoraptor lunensis,species,57454,237,228,34767
56335,spm,,256434,0,,PVSJ 512,holotype,,humerus,,1,table,,,n. gen. Eoraptor n. sp. lunensis,species,57454,,Eoraptor lunensis,species,57454,237,228,34767
56336,spm,,256434,0,,PVSJ 512,holotype,,radius,,1,table,,,n. gen. Eoraptor n. sp. lunensis,species,57454,,Eoraptor lunensis,species,57454,237,228,34767
56337,spm,,256434,0,,PVSJ 512,holotype,,femur,,1,table,,,n. gen. Eoraptor n. sp. lunensis,species,57454,,Eoraptor lunensis,species,57454,237,228,34767
56338,spm,,256434,0,,PVSJ 512,holotype,,tibia,,1,table,,,n. gen. Eoraptor n. sp. lunensis,species,57454,,Eoraptor lunensis,species,57454,237,228,34767
56339,spm,,790006,0,,SAM-PK-K337,,,skull,,1,table,,,Heterodontosaurus tucki,species,52902,,Heterodontosaurus tucki,species,52902,201.3,199.3,34767
56340,spm,,790006,0,,SAM-PK-K337,,,humerus,,1,table,,,Heterodontosaurus tucki,species,52902,,Heterodontosaurus tucki,species,52902,201.3,199.3,34767
56341,spm,,790006,0,,SAM-PK-K337,,,radius,,1,table,,,Heterodontosaurus tucki,species,52902,,Heterodontosaurus tucki,species,52902,201.3,199.3,34767
56342,spm,,790006,0,,SAM-PK-K337,,,femur,,1,table,,,Heterodontosaurus tucki,species,52902,,Heterodontosaurus tucki,species,52902,201.3,199.3,34767
56343,spm,,790006,0,,SAM-PK-K337,,,tibia,,1,table,,,Heterodontosaurus tucki,species,52902,,Heterodontosaurus tucki,species,52902,201.3,199.3,34767
56344,spm,,520778,13460,,PIN N 3042/1,holotype,,humerus,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56345,spm,,520778,13460,,PIN N 3042/1,holotype,,ulna,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56346,spm,,520778,13460,,PIN N 3042/1,holotype,,radius,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56347,spm,,520778,13460,,PIN N 3042/1,holotype,,femur,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56348,spm,,520778,13460,,PIN N 3042/1,holotype,,tibia,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56349,spm,,520778,13460,,PIN N 3042/1,holotype,,fibula,,1,text,,,n. gen. Ferganasaurus n. sp. verzilini,species,67550,,Ferganasaurus verzilini,species,67550,166.1,163.5,14284
56368,spm,,973069,0,,UNPSJB-PV 920,,both,humerus,,1,table,,transverse width of shaft,Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56369,spm,,973069,0,,UNPSJB-PV 920,,both,ulna,,1,table,,transverse width of shaft,Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56370,spm,,973069,0,,UNPSJB-PV 920,,both,radius,,1,table,,transverse width of shaft,Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56371,spm,,973069,0,,UNPSJB-PV 920,,right,femur,,1,table,,transverse width of shaft,Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56372,spm,,973069,0,,UNPSJB-PV 920,,both,tibia,,1,table,,transverse width of shaft (applies to right side only),Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56373,spm,,973069,0,,UNPSJB-PV 920,,both,fibula,,1,table,,transverse width of shaft,Epachthosaurus sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,99.6,89.3,19282
56374,spm,,471836,0,,UA 8656,holotype,left,scapula,,1,table,,,n. gen. Rahona n. sp. ostromi,species,64131,recombined as,Rahonavis ostromi,species,64131,72.1,66,12456
56375,spm,,471836,0,,UA 8656,holotype,right,radius,,1,table,,,n. gen. Rahona n. sp. ostromi,species,64131,recombined as,Rahonavis ostromi,species,64131,72.1,66,12456
56376,spm,,471836,0,,UA 8656,holotype,right,ulna,,1,table,,,n. gen. Rahona n. sp. ostromi,species,64131,recombined as,Rahonavis ostromi,species,64131,72.1,66,12456
56377,spm,,471836,0,,UA 8656,holotype,both,femur,,1,table,,,n. gen. Rahona n. sp. ostromi,species,64131,recombined as,Rahonavis ostromi,species,64131,72.1,66,12456
56378,spm,,471836,0,,UA 8656,holotype,both,tibia,,1,table,,,n. gen. Rahona n. sp. ostromi,species,64131,recombined as,Rahonavis ostromi,species,64131,72.1,66,12456
56379,spm,,513185,13232,,100/S1Y/76,,,scapula,,1,table,,,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56380,spm,,513185,13232,,101/S1Y/76,,,coracoid,,1,table,,,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56381,spm,,513185,13232,,102/S1Y/76,,,humerus,,1,table,,,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56382,spm,,513185,13232,,106/S1Y/76,,,radius,,1,table,,,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56383,spm,,513185,13232,,107/S1Y/76,,,ulna,,1,table,,midshaft width,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56384,spm,,513185,13232,,111/S1Y/76,,,femur,,1,table,,shaft width,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56385,spm,,513185,13232,,115/S1Y/76,,,tibia,,1,table,,,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,199.3,182.7,13819
56386,spm,,513479,28133,,YPM 2195,,,scapula,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56387,spm,,513479,28133,,YPM 2195,,,humerus,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56388,spm,,513479,28133,,YPM 2195,,left,ulna,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56389,spm,,513479,28133,,BRSMG Ca7486,,right,ulna,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56390,spm,,513479,28133,,BRSMG Ca7504,,,radius,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56391,spm,,513479,28133,,BRSMG Ca7456,,,femur,,1,picture,,measured from fig. 16,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56392,spm,,513479,28133,,BMNH 49984,,,tibia,,1,text,,,Thecodontosaurus n. sp. antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.3,13887
56393,spm,,139260,23238,,ISIR335/57,holotype,left,scapula,,1,table,,,Titanosaurus n. sp. colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177
56394,spm,,139260,23238,,ISIR335/58,holotype,left,coracoid,,1,text,,,Titanosaurus n. sp. colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177
56395,spm,,139260,23238,,ISIR335/59,holotype,left,humerus,,1,text,,minimum transverse width,Titanosaurus n. sp. colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177
56396,spm,,139260,23238,,ISIR335/60,holotype,left,ulna,,1,text,,minimum shaft width,Titanosaurus n. sp. colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177
56397,spm,,513197,0,,AM 6040,holotype,right,scapula,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56398,spm,,513197,0,,AM 6040,holotype,right,humerus,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56399,spm,,513197,0,,AM 6040,holotype,right,ulna,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56400,spm,,513197,0,,AM 6040,holotype,right,radius,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56401,spm,,513197,0,,AM 6040,holotype,left,femur,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56402,spm,,513197,0,,AM 6040,holotype,right,tibia,,1,table,,,n. gen. Nqwebasaurus n. sp. thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.9,13821
56437,spm,,260040,0,,NCSM 14345,,,skull,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,125,113,9999
56438,spm,,260040,0,,NCSM 14345,,,scapula,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,125,113,9999
56439,spm,,260040,0,,NCSM 14345,,,coracoid,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,125,113,9999
57757,spm,,782321,0,,IGM 100/1033,holotype,right,humerus,,1,table,,estimated size 35 to 40 mm,n. gen. Mahakala n. sp. omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.5,70.6,41123
57758,spm,,782321,0,,IGM 100/1033,holotype,left,radius,,1,table,,,n. gen. Mahakala n. sp. omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.5,70.6,41123
57759,spm,,782321,0,,IGM 100/1033,holotype,left,femur,,1,table,,,n. gen. Mahakala n. sp. omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.5,70.6,41123
57760,spm,,782321,0,,IGM 100/1033,holotype,left,tibia,,1,table,,,n. gen. Mahakala n. sp. omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.5,70.6,41123
61786,spm,,471799,0,,IVPP 88402 (larger individual),holotype,both,scapula,,1,text,,,n. gen. Alxasaurus n. sp. elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,125,113,12452
61787,spm,,471799,0,,IVPP 88402 (larger individual),holotype,both,humerus,,1,text,,,n. gen. Alxasaurus n. sp. elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,125,113,12452
61788,spm,,471799,0,,IVPP 88402 (larger individual),holotype,both,radius,,1,text,,,n. gen. Alxasaurus n. sp. elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,125,113,12452
61789,spm,,471799,0,,IVPP 88402 (larger individual),holotype,both,ulna,,1,text,,,n. gen. Alxasaurus n. sp. elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,125,113,12452
61790,spm,,471799,0,,IVPP 88402 (larger individual),holotype,right,femur,,1,text,,,n. gen. Alxasaurus n. sp. elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,125,113,12452
61791,spm,,472313,12694,,IVPP V9612,holotype,both,humerus,,1,table,,,n. gen. Sinornithoides n. sp. youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469
61792,spm,,472313,12694,,IVPP V9612,holotype,left,radius,,1,table,,,n. gen. Sinornithoides n. sp. youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469
61793,spm,,472313,12694,,IVPP V9612,holotype,left,ulna,,1,table,,,n. gen. Sinornithoides n. sp. youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469
61794,spm,,472313,12694,,IVPP V9612,holotype,right,femur,,1,table,,width = mid-shaft diameter,n. gen. Sinornithoides n. sp. youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469
61795,spm,,472313,12694,,IVPP V9612,holotype,right,tibia,,1,table,,includes astragalus,n. gen. Sinornithoides n. sp. youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469
61796,spm,,499605,0,,"AMNH 3015,",,left,scapula,,1,table,,,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61797,spm,,499605,0,,"AMNH 3015,",,both,humerus,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61798,spm,,499605,0,,"AMNH 3015,",,left,ulna,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61799,spm,,499605,0,,"AMNH 3015,",,left,radius,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61800,spm,,499605,0,,"AMNH 3015,",,right,tibia,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61801,spm,,499605,0,,"AMNH 3015,",,right,fibula,,1,table,,,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,125,100.5,14320
61825,spm,,519917,0,,PVSJ 53,,right,scapula,,1,table,,,n. gen. Frenguellisaurus n. sp. ischigualastensis,species,66349,subjective synonym of,Herrerasaurus ischigualastensis,species,55000,228,208.5,13757
61853,spm,,829104,0,,LH PV18,holotype,,skull,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61854,spm,,829104,0,,LH PV18,holotype,,scapula,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61855,spm,,829104,0,,LH PV18,holotype,,coracoid,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61856,spm,,829104,0,,LH PV18,holotype,,humerus,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61857,spm,,829104,0,,LH PV18,holotype,,radius,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61858,spm,,829104,0,,LH PV18,holotype,,ulna,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61859,spm,,829104,0,,LH PV18,holotype,,femur,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61860,spm,,829104,0,,LH PV18,holotype,,tibia,,1,table,,,n. gen. Raptorex n. sp. kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,129.4,122.46,30768
61883,spm,,408087,0,,UNSM 4734,,right,coracoid,,1,table,,"length and ""greatest depth""",n. gen. Allosaurus n. sp. fragilis,species,52962,,Allosaurus fragilis,species,52962,157.3,145,13460
61884,spm,,408087,0,,UNSM 4734,,right,radius,,1,table,,width is least diameter of shaft,n. gen. Allosaurus n. sp. fragilis,species,52962,,Allosaurus fragilis,species,52962,157.3,145,13460
61885,spm,,408087,0,,UNSM 4734,,right,ulna,,1,table,,width is least diameter of shaft,n. gen. Allosaurus n. sp. fragilis,species,52962,,Allosaurus fragilis,species,52962,157.3,145,13460
68847,spm,,139340,0,,AMNH 5895,holotype,,skull,,1,,,maximum width between posterorbital horns,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68848,spm,,139340,0,,AMNH 5895,holotype,,scapulacoracoid,,1,,,maximum anteroposterior width of the proximal end,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68849,spm,,139340,0,,AMNH 5214 ,,,skull,,1,,,maximum width between posterorbital horns,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68850,spm,,139340,0,,AMNH 5214 ,,left,humerus,,1,,,maximum anteroposterior width of the proximal end,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68851,spm,,139340,0,,AMNH 5214 ,,left,femur,,1,,,widht = midshaft,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68852,spm,,139340,0,,AMNH 5214 ,,right,fibula,,1,,,maximum anteroposterior width of the proximal end,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68853,spm,,139340,0,,AMNH 5214 ,,right,humerus,,1,,,maximum anteroposterior width of the proximal end,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68854,spm,,139340,0,,NMC 8880 ,,,skull,,1,,,maximum width between posterorbital horns,n. gen. Ankylosaurus n. sp. magniventris,species,52793,,Ankylosaurus magniventris,species,52793,72.1,66,7748
68855,spm,,565104,35040,,AMNH 5404,,,humerus,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
68856,spm,,565104,35040,,AMNH 5404,,,radius,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
68857,spm,,565104,35040,,AMNH 5404,,,ulna,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
68858,spm,,565104,35040,,AMNH 5404,,,femur,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
68859,spm,,565104,35040,,AMNH 5404,,,tibia,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
68860,spm,,565104,35040,,AMNH 5404,,,fibula,,1,,,width = maximum anteroposterior width in midshaft,Scolosaurus cutleri,species,66259,,Scolosaurus cutleri,species,66259,83.5,70.6,25056
